name,booth,type,description,url,address,categories,email,phone,linkedin,twitter
OX Security,S-0235,Exhibitor,"OX Security’s VibeSec embeds autonomous, AI-native security into modern coding workflows, using live context to prevent vulnerabilities before they exist and secure software at the speed of AI.",https://www.ox.security/,"488 Madison Avenue Suite 1103 New York, NY 10022 USA",Application Security; API Security; AI Remediation; Application Security Posture Management (ASPM); Dynamic Application Security Testing (DAST); Runtime Application Self-Protection (RASP); Software Composition Analysis (SCA); Static Application Security Testing (SAST); Supply Chain Security,,,https://www.linkedin.com/company/ox-security,https://x.com/OX__Security
P0 Security,S-2333,Exhibitor,"Replace risky standing production access with Just-in-Time, Just Enough Privilege for humans, workloads and agents. Watch approvals and short-lived creds issued in under 60 seconds. Come by booth S-2333 for a quick demo or a trial. www.p0.dev",p0.dev,447 Sutter St. Suite 405 PMB 98 San Francisco CA 94108 USA,Identity and Access Management (IAM); Identity Governance and Administration (IGA); Privileged Access Management (PAM); Authentication; Identity Governance and Administration; Just-in-Time Access (JIT),,,https://www.linkedin.com/company/p0-security/,
Palosade,ESE-05,Early Stage Expo,"Palosade DevSecOps Agents empower security teams to match the scale of AI-enabled product innovation. Speed security design review, code review, threat modeling, alert triage, and compliance with our agents. Or build your own agents on our enterprise-grade platform. Accurate. Consistent. Auditable.",palosade.com,700 El Camino Real Ste 120 #1111 Menlo Park CA 94025 USA,,,650-855-2727,https://www.linkedin.com/company/palosade/,
Patch My PC,S-1166,Exhibitor,"<b><font color=""#a6ce39""> First Time Exhibitor</font></b><br>Automate Third-Party Patch Management in Microsoft ConfigMgr and Intune. Install thousands of apps with a few clicks and let us discover, test, and package updates for you.",www.patchmypc.com,PO Box 1436 Castle Rock CO 80104 USA,Endpoint Security; Monitoring and Observability,,615-995-1628,https://www.linkedin.com/company/patchmypc/,https://x.com/PatchMyPC
Pathlock,S-1661,Exhibitor,"<b><font color=""#a6ce39""> First Time Exhibitor</font></b><br>Risk-Aware IGA for Regulated Enterprises - Deliver faster provisioning and safer access decisions through continuous risk simulation and SoD-aware certifications.",www.pathlock.com,1200 7th St. Ste #880 Denver CO 80202 USA,"Identity and Access Management (IAM); Identity Governance and Administration (IGA); Single Sign-On (SSO); Privileged Access Management (PAM); Authentication; Consumer Identity; Identity Governance and Administration; Governance, Risk, and Compliance (GRC)",,,https://www.linkedin.com/company/pathlock/,https://x.com/pathlock
Penlink,N-6484,Exhibitor,"<b><font color=""#a6ce39""> First Time Exhibitor</font></b><br>Penlink equips corporations with powerful OSINT-driven digital intelligence to uncover threat actors, assess risk, and support internal investigations revealing critical insights from the open, deep and dark web to protect enterprise integrity.",https://www.penlink.com/,3400 Plantation Drive Suite 200 Lincoln NE 68516 USA,Threat Intelligence Platforms; Threat Intelligence Platform; Human Risk and Awareness; Threat Detection and Intelligence,,,https://www.linkedin.com/company/penlink,
Pentera,N-4529,Bronze,"Pentera’s automated, research-driven platform emulates cyber attacks, identifying exposures and offering remediation guidance. It enables clear posture communication, easy deployment, and continuous testing against new threats.",www.pentera.io,200 Summit Drive Floor 3 Burlington MA 01803 USA,Attack Surface Management; Security Testing and Red Teaming,,,https://www.linkedin.com/company/penterasecurity/,https://twitter.com/penterasec
Pentest Copilot,ESE-31,Early Stage Expo,"Pentest Copilot is an AI-agent teammate for pentesting and red teaming web applications and enterprise networks, working alongside security teams to continuously uncover contextual and zero-day vulnerabilities with expert-level offensive insight.",https://copilot.bugbase.ai/,B-10 Green Park Extension New Dehli Dehli 110016 India,Application Security,,+91 88265 23484,https://www.linkedin.com/company/bugbase/,https://x.com/BugBase
Persona,S-2432,Exhibitor,"<b><font color=""#a6ce39""> First Time Exhibitor</font></b><br>Persona helps organizations verify employee identities across the entire lifecycle. With seamless integrations into IAM platforms, Persona delivers high-assurance identity verification without forcing organizations to reinvent access control systems.",https://withpersona.com/,50 Beale Street San Francisco CA 94105 USA,Fraud Prevention / Transaction Security; Identity and Access Management (IAM); Biometric Authentication; Identity Federation; Just-in-Time Access (JIT),,,https://www.linkedin.com/company/persona-identities/,https://x.com/persona_idv
Phantom'sLab,S-0954,International Pavilion - Netherlands,"The new generation of cybersecurity awareness. We move beyond compliance and put employees at the center. Through fun, entertainment-based learning and storytelling, we turn awareness into real behavior change and a cybersecurity culture that sticks.",https://phantomslab.io/,Cruijgenstraat 21a 5469 BS Erp Netherlands,Human Risk and Awareness,,,https://www.linkedin.com/company/phantomslab/,
Picus Security,N-4405,Exhibitor,"Picus Security offers Unified Exposure Management powered by Exposure Assessment, Security Control Validation and Exposure Validation. Our platform enables teams to pinpoint critical gaps, apply validated fixes and stop more threats with less effort.",https://www.picussecurity.com/,"1401 Pennsylvania Avenue Suite 104-105 Wilmington, DE 19806 USA",Breach and Attack Simulation (BAS); Security Operations; Security Testing and Red Teaming,,,https://www.linkedin.com/company/picus-security,https://x.com/PicusSecurity
Pindrop,"S-2338, MRS-201",Exhibitor,"Pindrop helps enterprises protect data, secure transactions, and detect fraud with advanced voice and video authentication. Its real-time threat detection powers seamless, secure experiences and is trusted by leading Fortune 500 companies.",www.pindrop.com,1115 Howell Mill Road NW Suite 700 Atlanta GA 30318 USA,Fraud Prevention / Transaction Security; Security Operations,communications@pindrop.com,,https://www.linkedin.com/company/pindrop,https://x.com/pindrop
PlexTrac,N-4525,Exhibitor,"PlexTrac is the leading platform for pentest reporting and threat exposure management, trusted by Fortune 500s and top security providers. It centralizes security data, streamlines reporting, prioritizes risk, and automates remediation workflows.",https://plextrac.com/,8162 W. Bannock Suite 400 Boise ID 83702 USA,"Security Testing and Red Teaming; Governance, Risk, and Compliance (GRC)",,,https://www.linkedin.com/company/plextrac,https://x.com/PlexTrac
Pluralsight,S-3124,Exhibitor,"Pluralsight is the leading technology skills development company powering the tech workforce forward, faster. Pluralsight's platform equips individuals and organizations with the tech skills needed to thrive in an era of constant innovation.",www.pluralsight.com,1500 Solana Blvd Suite 6400 Westlake TX 76262 USA,Application Security; Developer Security Training; Human Risk and Awareness,support@pluralsight.com,,https://www.linkedin.com/company/pluralsight/,
Polywell Computers Inc.,S-1767,Exhibitor,"Polywell Computers (since 1987) manufactures mini-PCs, embedded computers, network appliances, and enterprise servers assembled with industrial-grade components, delivering reliable solutions for demanding business and industrial applications.",www.polywell.com,1461-1 San Mateo Avenue South San Francisco CA 94080 USA,Network Security; Systems Integrator/Consulting Firm,,,,
PowerDMARC,ESE-01,Early Stage Expo,"PowerDMARC is an email authentication and domain security platform that helps organizations enhance their credibility, safeguard their domains against phishing, spoofing, and impersonation, and improve email deliverability with advanced protocols like DMARC, SPF, DKIM, MTA-STS, TLS-RPT, and BIMI.",https://powerdmarc.com/,4512 Legacy Dr. Suit No. 100 Plano TX 75024 USA,,,,https://www.linkedin.com/company/powerdmarcom/,https://twitter.com/powerdmarc
pQCee,S-1945,International Pavilion - Singapore,pQCee is a quantum cybersecurity startup.  We design and build post-quantum products and solutions to strengthen and protect the $trillion digital economy against quantum attacks.,www.pqcee.com,7 Temasek Boulevard #12-07 Suntec Tower One Singapore 038987 SG,Data Security; Data Encryption / Tokenization; DLP; Post Quantum Cryptography; Secure File Transfer; Email Security,,,https://www.linkedin.com/company/pqcee,
PQShield,N-6471,Exhibitor,PQShield is a UK-based cybersecurity company that's focused on the next generation of cryptography. It's our mission to empower organizations in every industry with the ultimate in quantum-resistant solutions.,http://www.pqshield.com/,Prama House 267 Banbury Road Summertown Oxford OX2 7HT United Kingdom,Data Security; Post Quantum Cryptography; Network Security,,,https://www.linkedin.com/company/pqshield,www.x.com/pqshield
Proactivanet,S-0642,International Pavilion - Spain,"Proactivanet is a leading software platform for IT Asset Management, IT Service Management and cybersecurity governance, helping organizations gain visibility, control risk, ensure compliance and optimize IT operations.",www.proactivanet.com,Avenida MOLINON (ESPACIO TECNOLOGICO MOLINON) 100 OFICINA1 33203 Gijón Spain,"Attack Surface Management; Governance, Risk, and Compliance (GRC)",,,https://www.linkedin.com/company/proactivanet,https://x.com/Proactivanet
ProcessUnity,N-4204,Exhibitor,"ProcessUnity’s Third-Party Risk Management software platforms and data services help customers protect their businesses against cybersecurity threats, breaches, and outages that originate from their ever-growing ecosystem of business partners.",www.processunity.com,"33 Bradford St, 3rd floor Concord MA 01742 USA",Supply Chain Security,,,https://www.linkedin.com/company/processunity/,https://x.com/ProcessUnity/
ProjectDiscovery,S-3131,Exhibitor,"<b><font color=""#a6ce39""> First Time Exhibitor</font></b><br>Neo is an AI security engineer built for a world where software is continuously generated, changed, and shipped. Built by ProjectDiscovery, Neo works alongside your team to apply reasoning, memory, and real execution across the delivery lifecycle.",www.projectdiscovery.io,548 Market St San Francisco CA 94104 USA,Application Security; Cloud Security,,415-483-9796,https://www.linkedin.com/company/projectdiscovery,https://x.com/pdiscoveryio
"Prompt Security, a SentinelOne Company",N-6383,Exhibitor,"Prompt Security enables enterprises to embrace AI with confidence. Our platform provides real-time visibility, policy enforcement, and data protection across employee tools, homegrown apps, code assistants, and agentic AI.",https://www.prompt.security,39899 Balentine Drive Suite 200 Newark CA 94560 USA,Security for AI,,,https://www.linkedin.com/company/promptsec/,https://x.com/prompt_security
